  2   2   2   0    -7.39789e-03   2.88933e+00  -6.61369e-03   1.71287e+01   1.53046e-02   1.21928e+00  -9.34293e-03   2.49915e+01   6.70587e-05   8.66486e-05   3.06662e-04   2.97029e-04
  2   2   2   1    -8.72741e-03   2.65529e+00  -5.38599e-03   1.56647e+01   4.57290e-02   1.20894e+00  -2.80058e-02   2.54517e+01   6.44026e-05   2.56583e-04   3.08559e-04   8.36230e-04
  2   2   2   2    -1.09777e-02   2.31287e+00  -3.35707e-03   9.32627e+00   7.55294e-02   1.18962e+00  -4.66269e-02   2.65795e+01   4.95253e-05   4.17122e-04   3.19881e-04   1.19260e-03
  2   2   2   3    -1.65888e-02   2.24299e+00   1.67292e-03   3.42395e+01   1.04040e-01   1.16455e+00  -6.53065e-02   2.88976e+01   6.98672e-05   5.56405e-04   1.20539e-04   1.24034e-03
  2   2   2   4    -2.19302e-02   2.03324e+00   7.03148e-03   3.12078e+01   1.29813e-01   1.13171e+00  -8.45118e-02   3.40053e+01   7.95255e-05   6.30436e-04   2.45300e-04   1.14839e-03
  2   2   2   5    -3.52967e-02   2.06240e+00   1.15947e-02   4.35345e+00   1.52393e-01   1.08660e+00  -1.35411e-02   8.60732e+00   1.06488e-04   6.47758e-04   4.11655e-04   1.68381e-03
  2   2   2   6    -4.23831e-02   1.94770e+00   2.50753e-02   9.30049e+00   1.80249e-01   1.08587e+00  -1.07640e-01   1.84346e+01   1.55532e-04   1.31526e-03   7.24295e-04   5.94707e-03
  2   2   2   7    -5.55024e-02   1.90523e+00   3.76532e-02   1.14335e+01   2.11763e-01   1.09905e+00  -1.32823e-01   2.13902e+01   8.36867e-05   1.20507e-03   4.58305e-04   4.31721e-03
  2   2   3   0     1.40947e-01   1.11202e+00   4.39490e-02   6.14393e+00   1.32339e-02   8.54191e-01  -8.52343e-03   7.04225e+00   5.19939e-04   1.47558e-04   2.48379e-03   8.03094e-04
  2   2   3   1     1.40735e-01   1.11948e+00   4.32948e-02   5.56208e+00   3.99545e-02   8.51476e-01  -2.60282e-02   6.97573e+00   4.66650e-04   4.63233e-04   2.10516e-03   2.57020e-03
  2   2   3   2     1.39703e-01   1.12999e+00   4.32743e-02   4.54468e+00   6.74004e-02   8.46619e-01  -4.47624e-02   6.83095e+00   3.78531e-04   8.30126e-04   1.64647e-03   4.72027e-03
  2   2   3   3     1.32537e-01   1.12148e+00   5.00748e-02   3.20633e+00   9.60923e-02   8.42148e-01  -6.50537e-02   6.55330e+00   2.51014e-04   1.22754e-03   1.30895e-03   7.03630e-03
  2   2   3   4     1.00388e-01   1.05471e+00   8.37777e-02   2.05471e+00   1.26328e-01   8.39445e-01  -8.68743e-02   6.17325e+00   1.86950e-04   1.62863e-03   5.16293e-04   9.39102e-03
  2   2   3   5     1.89683e-01   1.38553e+00  -6.66988e-03   1.92796e+01   1.58019e-01   8.38677e-01  -1.10016e-01   5.75303e+00   7.18302e-04   2.02749e-03   1.58409e-03   1.18384e-02
  2   2   3   6     2.07369e-01   1.41807e+00  -2.39242e-02   1.06037e+01   1.90966e-01   8.39870e-01  -1.34234e-01   5.31977e+00   5.38038e-04   2.42060e-03   1.29181e-03   1.44049e-02
  2   2   3   7     2.33036e-01   1.46008e+00  -4.85269e-02   8.49371e+00   2.25248e-01   8.43436e-01  -1.59584e-01   4.87327e+00   4.37133e-04   2.80167e-03   1.12994e-03   1.71008e-02
  2   2   4   0     1.05593e-02   2.47473e+00   5.72555e-03   8.57401e+00   1.60022e-03   2.13749e+00  -5.73758e-04   1.72913e+01   2.70587e-05   3.24443e-06   1.11877e-04   1.59430e-05
  2   2   4   1     9.57433e-03   2.48174e+00   6.23844e-03   7.55367e+00   4.82180e-03   2.14588e+00  -1.80530e-03   1.73004e+01   1.74605e-05   9.81644e-06   3.65068e-05   4.69520e-05
  2   2   4   2     6.61368e-03   2.40190e+00   8.27432e-03   5.79385e+00   8.10775e-03   2.16170e+00  -3.31655e-03   1.73862e+01   2.97193e-05   1.68569e-05   2.24863e-04   7.25742e-05
  2   2   4   3     1.37911e-02   4.18367e+00  -4.25865e-03   1.00000e+02   1.12020e-02   2.13632e+00  -6.37368e-03   2.34894e+01   9.79675e-05   8.40851e-05   2.73608e-04   4.52062e-04
  2   2   4   4    -9.71050e-03   3.02964e+00   2.25555e-02   4.02965e+00   1.48113e-02   2.17795e+00  -9.27744e-03   2.11494e+01   5.60084e-05   7.31535e-05   3.36158e-04   2.74197e-04
  2   2   4   5    -5.96219e-03   2.04875e+00   1.81946e-02   4.53668e+00   1.86310e-02   2.21101e+00  -1.27649e-02   1.98377e+01   2.10825e-05   9.90649e-05   6.19534e-05   4.98498e-04
  2   2   4   6    -9.00760e-03   1.89572e+00   2.08023e-02   4.83260e+00   2.30403e-02   2.26004e+00  -1.60981e-02   1.73960e+01   2.06261e-05   1.07402e-04   1.21893e-04   5.64903e-04
  2   2   4   7    -1.34223e-02   1.86076e+00   2.48904e-02   5.00593e+00   2.80254e-02   2.30623e+00  -2.00411e-02   1.56061e+01   5.03647e-05   1.29987e-04   3.08179e-04   7.25656e-04
  2   2   5   0    -5.65767e-04   3.07678e+00   1.97703e-05   1.65010e+01  -9.06737e-05   2.72710e+00   8.45390e-05   6.44087e+00   8.82490e-08   5.36000e-08   1.72828e-07   1.03366e-07
  2   2   5   1    -5.99897e-04   3.28055e+00   4.20062e-05   1.96140e+01  -2.87990e-04   2.78812e+00   2.65147e-04   6.37822e+00   2.46642e-07   1.16561e-07   4.56145e-07   3.25092e-07
  2   2   5   2    -6.87999e-04   3.76210e+00   1.08748e-04   1.76048e+01  -5.46980e-04   2.92471e+00   4.94589e-04   6.21040e+00   2.30089e-07   3.95118e-07   6.35830e-07   2.64566e-06
  2   2   5   3    -9.55749e-04   4.83036e+00   3.50327e-04   1.27753e+01  -9.88427e-04   3.17449e+00   8.85153e-04   5.85004e+00   1.24930e-06   1.34475e-06   3.34809e-06   8.70933e-06
  2   2   5   4    -6.73435e-03   7.92079e+00   6.12405e-03   8.92079e+00  -2.55269e-03   3.70370e+00   2.36884e-03   5.08243e+00   5.76891e-06   3.37060e-06   1.16068e-05   2.09963e-05
  2   2   5   5    -1.13587e-02   9.71703e+00   1.08122e-02   1.07170e+01  -4.79459e-03   3.95887e+00   4.49988e-03   4.95888e+00   1.98692e-05   7.71007e-06   3.86100e-05   4.82339e-05
  2   2   5   6    -2.17534e-02   1.20363e+01   2.16288e-02   1.30363e+01  -2.04933e-03   3.30611e+00   1.90324e-03   8.51713e+00   4.28734e-05   1.11545e-05   8.41297e-05   5.39967e-05
  2   2   5   7    -2.60114e-02   1.30204e+01   2.59033e-02   1.40204e+01  -3.52886e-03   3.70833e+00   3.36761e-03   7.69235e+00   7.92954e-05   9.54768e-06   1.53823e-04   5.51276e-05
  2   2   6   0    -1.45427e-04   4.67625e+00  -6.76589e-05   1.14562e+01  -2.69912e-05   4.18571e+00   4.29530e-06   2.01543e+01   9.67306e-08   1.86255e-08   3.59754e-07   5.89825e-08
  2   2   6   1    -1.28322e-04   4.80542e+00  -7.48501e-05   1.05081e+01  -8.09576e-05   4.24181e+00   1.37544e-05   2.00863e+01   5.60377e-08   2.20376e-08   1.35207e-07   8.12653e-08
  2   2   6   2    -8.20564e-05   5.17099e+00  -1.01384e-04   8.74816e+00  -1.35341e-04   4.34469e+00   2.63626e-05   1.99666e+01   8.33603e-08   3.28881e-08   5.25322e-07   8.64489e-08
  2   2   6   3     2.16387e-04   5.41663e+00  -3.70698e-04   6.41664e+00  -1.91679e-04   4.52333e+00   4.53514e-05   1.91283e+01   2.91516e-07   3.63916e-08   1.81018e-06   8.68872e-08
  2   2   6   4     4.37840e-04   4.91752e+00  -5.54384e-04   5.91753e+00  -2.53767e-04   4.81550e+00   7.68495e-05   1.77883e+01   7.04092e-07   7.30167e-08   4.50249e-06   3.51653e-07
  2   2   6   5     6.60115e-04   4.73899e+00  -7.29862e-04   5.73899e+00  -3.36770e-04   5.32797e+00   1.38171e-04   1.56030e+01   1.33900e-06   2.03826e-07   8.16346e-06   1.15521e-06
  2   2   6   6     9.30692e-04   4.67190e+00  -9.44354e-04   5.67190e+00  -5.52095e-04   6.47332e+00   3.43164e-04   1.22588e+01   2.25677e-06   5.70029e-07   1.27795e-05   2.90076e-06
  2   2   6   7     1.28006e-03   4.66328e+00  -1.22907e-03   5.66329e+00  -3.24707e-03   8.86420e+00   3.04818e-03   9.86421e+00   3.60476e-06   1.84370e-06   1.87255e-05   9.36739e-06
  2   2   7   0     3.41780e-06   4.72348e+00  -1.33515e-06   1.56494e+01   3.26523e-07   2.24873e+00  -6.20655e-07   1.30499e+01   1.03436e-08   4.72220e-08   4.92074e-08   2.16874e-07
  2   2   7   1     4.64274e-06   5.49035e+00  -2.05718e-06   1.10516e+01   1.75218e-06   3.75968e+00  -2.30458e-06   9.00466e+00   3.60129e-08   4.43004e-08   2.45094e-07   2.17553e-07
  2   2   7   2     4.27003e-06   5.70876e+00  -1.43795e-06   3.47036e+01   3.14487e-06   4.10428e+00  -3.74160e-06   9.55242e+00   3.59388e-08   3.03852e-08   1.88600e-07   1.39691e-07
  2   2   7   3     3.25763e-05   9.48829e+00  -2.82297e-05   1.04883e+01   5.09476e-06   4.49774e+00  -5.40573e-06   1.01440e+01   5.11427e-08   2.29779e-08   2.85243e-07   6.57055e-08
  2   2   7   4     7.86920e-05   1.31413e+01  -7.39557e-05   1.41413e+01   2.40142e-05   6.07765e+00  -2.31446e-05   7.61936e+00   6.06199e-08   2.85925e-08   1.54450e-07   1.21856e-07
  2   2   7   5    -1.68546e-05   4.11437e+00   2.37338e-05   5.11437e+00   3.20196e-05   6.63696e+00  -2.99880e-05   8.56528e+00   1.13222e-07   2.49658e-08   5.77287e-07   1.00054e-07
  2   2   7   6    -2.57987e-05   4.16459e+00   3.31637e-05   5.16459e+00   8.03373e-05   7.32739e+00  -7.55248e-05   8.32739e+00   1.92195e-07   6.45479e-08   8.09420e-07   3.05289e-07
  2   2   7   7    -3.85824e-05   4.27668e+00   4.57674e-05   5.27668e+00   1.24238e-04   7.95505e+00  -1.17084e-04   8.95505e+00   2.93677e-07   1.45649e-07   1.26302e-06   6.17422e-07
  1   2   2   0    -6.50602e-03   2.29605e+00  -3.08509e-03   9.09064e+00  -7.59772e-03   8.69142e-01   4.79185e-03   5.78945e+00   1.62757e-05   6.04929e-05   6.54938e-05   3.05429e-04
  1   2   2   1    -6.45036e-03   2.01285e+00  -2.96668e-03   4.81976e+00  -2.34686e-02   8.70384e-01   1.50402e-02   5.80328e+00   2.57623e-05   1.87066e-04   2.06858e-04   9.46959e-04
  1   2   2   2    -1.06794e-02   2.00845e+00   2.90050e-03   3.93160e+01  -4.04449e-02   8.59381e-01   2.72951e-02   6.25606e+00   1.60635e-05   4.40060e-04   6.67593e-05   2.73592e-03
  1   2   2   3    -1.52460e-02   1.82741e+00   6.54726e-03   1.38554e+01  -5.94616e-02   8.54869e-01   4.22901e-02   6.63499e+00   6.39954e-05   6.90965e-04   2.40747e-04   3.90081e-03
  1   2   2   4    -2.33003e-02   1.77066e+00   1.40580e-02   1.00857e+01  -8.06897e-02   8.58676e-01   5.97652e-02   6.91124e+00   1.10347e-04   9.00521e-04   5.04167e-04   4.88153e-03
  1   2   2   5    -3.49637e-02   1.75987e+00   2.51218e-02   8.76016e+00  -1.03807e-01   8.67805e-01   7.92720e-02   7.15860e+00   1.53529e-04   1.06009e-03   7.53879e-04   5.60465e-03
  1   2   2   6    -5.04035e-02   1.76983e+00   3.99238e-02   8.15070e+00  -1.28713e-01   8.81184e-01   1.00810e-01   7.41802e+00   1.90868e-04   1.16019e-03   9.85175e-04   6.17876e-03
  1   2   2   7    -7.01226e-02   1.79369e+00   5.89875e-02   7.80212e+00  -1.55970e-01   9.00830e-01   1.25032e-01   7.67371e+00   2.24274e-04   1.18151e-03   1.21347e-03   6.52850e-03
  1   2   3   0     1.57296e-01   1.04397e+00   3.10797e-02   4.42788e+00   1.71878e-02   8.89942e-01  -8.45872e-03   4.59076e+00   1.70664e-04   7.71773e-05   6.13999e-04   3.35241e-04
  1   2   3   1     1.51844e-01   1.03367e+00   3.56342e-02   3.27669e+00   5.26344e-02   8.95502e-01  -2.63049e-02   4.37692e+00   8.46097e-05   2.08267e-04   3.92964e-04   8.22066e-04
  1   2   3   2     1.28505e-01   9.99707e-01   5.87583e-02   1.99971e+00   9.16722e-02   9.08588e-01  -4.72446e-02   3.96450e+00   5.98021e-04   2.61885e-04   3.89084e-03   6.20750e-04
  1   2   3   3     1.92241e-01   1.23391e+00  -2.00022e-02   2.96851e+01   1.38937e-01   9.35686e-01  -7.53294e-02   3.37461e+00   8.88173e-04   2.67044e-04   1.74579e-03   1.05507e-03
  1   2   3   4     2.06057e-01   1.26850e+00  -1.02275e-01   2.81173e+01   1.53782e-01   8.26187e-01  -8.93754e-02   5.28350e+00   1.04274e-03   3.20859e-03   4.41600e-03   2.23687e-02
  1   2   3   5     2.26245e-01   1.29992e+00  -9.76751e-02   1.78484e+01   1.93570e-01   8.29793e-01  -1.17451e-01   4.73048e+00   1.57372e-03   3.24239e-03   1.07609e-02   2.26428e-02
  1   2   3   6     2.64481e-01   1.37587e+00  -1.04557e-01   9.34821e+00   2.50848e-01   8.72223e-01  -1.57082e-01   3.60677e+00   1.10501e-03   2.37493e-03   6.70842e-03   1.06359e-02
  1   2   3   7     2.94283e-01   1.37720e+00  -1.49439e-01   1.01038e+01   2.79562e-01   8.42014e-01  -1.82642e-01   3.66251e+00   1.92684e-03   4.56380e-03   1.33702e-02   3.23106e-02
  1   2   4   0     1.00465e-02   2.20432e+00   3.94796e-03   6.33622e+00   1.70903e-03   2.00660e+00  -3.17299e-04   1.13031e+01   9.70033e-06   1.17049e-06   3.48825e-05   5.21582e-06
